timestamp_sec,type,traffic(MB)
1711662304,R,23.484375
1711662304,W,222.81640625
1711662305,R,12.25
1711662305,W,236.4296875
1711662306,R,4.0
1711662306,W,245.28515625
1711662307,R,28.00390625
1711662307,W,219.41015625
1711662308,R,0.0
1711662308,W,248.5546875
1711662309,R,14.8125
1711662309,W,232.0703125
1711662310,R,14.53515625
1711662310,W,233.796875
1711662311,R,15.79296875
1711662311,W,232.34375
1711662312,R,0.0
1711662312,W,246.71875
1711662313,R,0.0
1711662313,W,248.234375
1711662314,R,23.625
1711662314,W,224.08203125
1711662315,R,7.484375
1711662315,W,240.46484375
1711662316,R,0.0
1711662316,W,247.9140625
1711662317,R,0.0
1711662317,W,248.484375
1711662318,R,0.0
1711662318,W,248.07421875
1711662319,R,0.0
1711662319,W,248.3671875
1711662320,R,0.01953125
1711662320,W,247.0078125
1711662321,R,1.65625
1711662321,W,246.53125
1711662322,R,19.99609375
1711662322,W,228.0859375
1711662323,R,7.10546875
1711662323,W,240.609375
1711662324,R,0.00390625
1711662324,W,248.59765625
1711662325,R,0.0
1711662325,W,248.3671875
1711662326,R,0.0
1711662326,W,247.4296875
1711662327,R,0.0
1711662327,W,247.99609375
1711662328,R,0.0
1711662328,W,247.9765625
1711662329,R,0.00390625
1711662329,W,248.359375
1711662330,R,0.625
1711662330,W,248.54296875
1711662331,R,16.7421875
1711662331,W,230.74609375
1711662332,R,0.0
1711662332,W,247.7265625
1711662333,R,0.0
1711662333,W,249.07421875
1711662334,R,0.0
1711662334,W,247.70703125
1711662335,R,0.0
1711662335,W,248.62109375
1711662336,R,0.0
1711662336,W,248.421875
1711662337,R,0.0
1711662337,W,246.6640625
1711662338,R,0.0
1711662338,W,248.28515625
1711662339,R,0.0
1711662339,W,247.46875
1711662340,R,0.0
1711662340,W,247.4609375
1711662341,R,0.0
1711662341,W,247.80078125
1711662342,R,0.0
1711662342,W,248.2578125
1711662343,R,0.0
1711662343,W,247.828125
1711662344,R,4.06640625
1711662344,W,244.296875
1711662345,R,120.2265625
1711662345,W,127.71484375
1711662346,R,57.7578125
1711662346,W,191.4765625
1711662347,R,54.4140625
1711662347,W,192.44921875
1711662348,R,50.48046875
1711662348,W,197.39453125
1711662349,R,13.5234375
1711662349,W,234.17578125
1711662350,R,0.0
1711662350,W,247.734375
1711662351,R,12.82421875
1711662351,W,235.25
1711662352,R,0.00390625
1711662352,W,247.87890625
1711662353,R,0.0
1711662353,W,248.5
1711662354,R,0.0
1711662354,W,247.91796875
1711662355,R,0.0
1711662355,W,248.421875
1711662356,R,0.5625
1711662356,W,246.7578125
1711662357,R,0.0
1711662357,W,248.765625
1711662358,R,0.0
1711662358,W,248.1796875
1711662359,R,1.671875
1711662359,W,246.01953125
1711662360,R,0.00390625
1711662360,W,248.6796875
1711662361,R,0.140625
1711662361,W,247.48828125
1711662362,R,0.0
1711662362,W,248.47265625
1711662363,R,12.65625
1711662363,W,234.87890625
1711662364,R,1.07421875
1711662364,W,246.765625
1711662365,R,0.0
1711662365,W,247.85546875
1711662366,R,0.0
1711662366,W,248.30859375
1711662367,R,0.0
1711662367,W,248.578125
1711662368,R,0.0
1711662368,W,245.54296875
1711662369,R,5.4375
1711662369,W,242.578125
1711662370,R,0.00390625
1711662370,W,247.8828125
1711662371,R,0.0
1711662371,W,247.90234375
1711662372,R,3.25
1711662372,W,246.03125
1711662373,R,0.0
1711662373,W,248.984375
1711662374,R,0.015625
1711662374,W,247.27734375
1711662375,R,0.27734375
1711662375,W,247.0546875
1711662376,R,29.87890625
1711662376,W,216.98046875
1711662377,R,67.53125
1711662377,W,181.01953125
1711662378,R,113.9765625
1711662378,W,96.4609375
1711662379,R,139.484375
1711662379,W,147.4296875
1711662380,R,82.140625
1711662380,W,165.46484375
1711662381,R,57.84765625
1711662381,W,190.078125
1711662382,R,0.0390625
1711662382,W,247.88671875
1711662383,R,20.07421875
1711662383,W,228.2421875
1711662384,R,7.4453125
1711662384,W,240.546875
1711662385,R,2.703125
1711662385,W,245.08984375
1711662386,R,33.5390625
1711662386,W,214.171875
1711662387,R,19.9140625
1711662387,W,227.9765625
1711662388,R,27.0625
1711662388,W,221.94921875
1711662389,R,4.7109375
1711662389,W,242.8046875
1711662390,R,12.0859375
1711662390,W,236.546875
1711662391,R,0.73828125
1711662391,W,246.55859375
1711662392,R,0.0
1711662392,W,248.44140625
1711662393,R,3.9609375
1711662393,W,243.77734375
1711662394,R,26.08203125
1711662394,W,222.3125
1711662395,R,6.7265625
1711662395,W,241.1875
1711662396,R,7.7109375
1711662396,W,240.1953125
1711662397,R,5.45703125
1711662397,W,242.70703125
1711662398,R,0.00390625
1711662398,W,247.9140625
1711662399,R,6.7109375
1711662399,W,241.40234375
1711662400,R,0.0
1711662400,W,247.85546875
1711662401,R,10.4140625
1711662401,W,237.80078125
1711662402,R,0.1875
1711662402,W,248.046875
1711662403,R,0.0
1711662403,W,247.6328125
1711662404,R,0.0
1711662404,W,248.109375
1711662405,R,0.0
1711662405,W,247.8125
1711662406,R,0.0
1711662406,W,248.01953125
1711662407,R,143.3671875
1711662407,W,104.41796875
1711662408,R,19.71875
1711662408,W,229.17578125
1711662409,R,20.625
1711662409,W,227.43359375
1711662410,R,9.23046875
1711662410,W,239.6484375
1711662411,R,11.96484375
1711662411,W,234.625
1711662412,R,9.6484375
1711662412,W,238.90625
1711662413,R,13.12109375
1711662413,W,234.1640625
1711662414,R,43.5078125
1711662414,W,197.9453125
1711662415,R,133.3515625
1711662415,W,91.87109375
1711662416,R,74.4296875
1711662416,W,203.2578125
1711662417,R,23.5390625
1711662417,W,224.3515625
1711662418,R,4.296875
1711662418,W,243.59765625
1711662419,R,0.0546875
1711662419,W,248.25
1711662420,R,3.1796875
1711662420,W,244.6015625
1711662421,R,1.37109375
1711662421,W,246.6015625
1711662422,R,3.9375
1711662422,W,242.68359375
1711662423,R,16.46875
1711662423,W,231.48828125
1711662424,R,0.0
1711662424,W,247.9765625
1711662425,R,0.0
1711662425,W,247.76953125
1711662426,R,0.0078125
1711662426,W,248.4609375
1711662427,R,3.9609375
1711662427,W,243.390625
1711662428,R,34.0
1711662428,W,214.40234375
1711662429,R,17.45703125
1711662429,W,232.5
1711662430,R,0.0
1711662430,W,245.5859375
1711662431,R,0.0
1711662431,W,249.39453125
1711662432,R,7.2578125
1711662432,W,242.01953125
1711662433,R,4.41796875
1711662433,W,242.55078125
1711662434,R,0.0
1711662434,W,248.98828125
1711662435,R,1.39453125
1711662435,W,246.73046875
1711662436,R,2.00390625
1711662436,W,245.58984375
1711662437,R,62.81640625
1711662437,W,178.90234375
1711662438,R,120.6328125
1711662438,W,122.4609375
1711662439,R,143.109375
1711662439,W,114.59375
1711662440,R,26.2890625
1711662440,W,223.16796875
1711662441,R,28.02734375
1711662441,W,218.00390625
1711662442,R,32.02734375
1711662442,W,217.50390625
1711662443,R,1.9296875
1711662443,W,246.4765625
1711662444,R,16.6328125
1711662444,W,230.90625
1711662445,R,44.0
1711662445,W,204.9453125
1711662446,R,57.71875
1711662446,W,187.82421875
1711662447,R,12.0
1711662447,W,235.96875
1711662448,R,55.8046875
1711662448,W,193.66015625
1711662449,R,56.10546875
1711662449,W,191.015625
1711662450,R,70.07421875
1711662450,W,177.98046875
1711662451,R,44.23828125
1711662451,W,204.23046875
1711662452,R,14.82421875
1711662452,W,233.640625
1711662453,R,21.4453125
1711662453,W,225.6875
1711662454,R,16.90234375
1711662454,W,230.9140625
1711662455,R,16.6015625
1711662455,W,231.34765625
1711662456,R,8.0
1711662456,W,240.27734375
1711662457,R,52.265625
1711662457,W,195.4140625
1711662458,R,99.46875
1711662458,W,149.33984375
1711662459,R,22.90625
1711662459,W,224.81640625
1711662460,R,86.00390625
1711662460,W,161.640625
1711662461,R,46.1328125
1711662461,W,202.09765625
1711662462,R,36.31640625
1711662462,W,211.0703125
1711662463,R,34.8046875
1711662463,W,213.76171875
1711662464,R,19.4375
1711662464,W,229.16015625
1711662465,R,60.19140625
1711662465,W,187.69921875
1711662466,R,24.0
1711662466,W,223.68359375
1711662467,R,18.125
1711662467,W,229.9921875
1711662468,R,56.7734375
1711662468,W,191.8203125
1711662469,R,99.23046875
1711662469,W,147.91015625
1711662470,R,134.328125
1711662470,W,100.9921875
1711662471,R,55.30078125
1711662471,W,205.5703125
1711662472,R,45.5234375
1711662472,W,202.3671875
1711662473,R,14.25390625
1711662473,W,233.6796875
1711662474,R,15.62890625
1711662474,W,232.05859375
1711662475,R,46.50390625
1711662475,W,201.9921875
1711662476,R,46.44921875
1711662476,W,202.31640625
1711662477,R,28.88671875
1711662477,W,218.8828125
1711662478,R,24.1328125
1711662478,W,223.859375
1711662479,R,19.875
1711662479,W,228.5
1711662480,R,5.359375
1711662480,W,242.3359375
1711662481,R,28.53515625
1711662481,W,219.19140625
1711662482,R,29.77734375
1711662482,W,218.28125
1711662483,R,19.875
1711662483,W,228.0390625
1711662484,R,32.0
1711662484,W,215.96484375
1711662485,R,28.0
1711662485,W,220.11328125
1711662486,R,20.01171875
1711662486,W,227.984375
1711662487,R,24.0
1711662487,W,224.02734375
1711662488,R,0.46875
1711662488,W,247.4140625
1711662489,R,47.53515625
1711662489,W,200.39453125
1711662490,R,12.0
1711662490,W,235.9765625
1711662491,R,12.0
1711662491,W,236.71484375
1711662492,R,44.6640625
1711662492,W,202.14453125
1711662493,R,32.0
1711662493,W,217.1484375
1711662494,R,76.0
1711662494,W,170.94921875
1711662495,R,60.99609375
1711662495,W,188.1796875
1711662496,R,59.00390625
1711662496,W,188.953125
1711662497,R,21.6484375
1711662497,W,227.20703125
1711662498,R,38.3515625
1711662498,W,208.60546875
1711662499,R,30.515625
1711662499,W,217.41796875
1711662500,R,25.64453125
1711662500,W,222.46875
1711662501,R,32.3203125
1711662501,W,215.87109375
1711662502,R,21.39453125
1711662502,W,226.71484375
1711662503,R,0.0
1711662503,W,247.875
1711662504,R,0.0
1711662504,W,247.69921875
1711662505,R,0.0
1711662505,W,248.28125
1711662506,R,0.0
1711662506,W,248.359375
1711662507,R,0.0
1711662507,W,247.76953125
1711662508,R,0.0
1711662508,W,248.3125
1711662509,R,0.0
1711662509,W,247.74609375
1711662510,R,0.0
1711662510,W,248.01953125
1711662511,R,30.09765625
1711662511,W,168.01953125
1711662512,R,109.125
1711662512,W,117.13671875
1711662513,R,105.00390625
1711662513,W,214.34375
1711662514,R,47.17578125
1711662514,W,200.95703125
1711662515,R,76.13671875
1711662515,W,171.9140625
1711662516,R,100.87890625
1711662516,W,147.2578125
1711662517,R,63.1484375
1711662517,W,184.1640625
1711662518,R,12.00390625
1711662518,W,235.1640625
1711662519,R,34.10546875
1711662519,W,213.73046875
1711662520,R,103.2109375
1711662520,W,144.7734375
1711662521,R,12.0
1711662521,W,236.046875
1711662522,R,2.375
1711662522,W,245.84375
1711662523,R,15.36328125
1711662523,W,232.11328125
1711662524,R,18.72265625
1711662524,W,229.6796875
1711662525,R,0.00390625
1711662525,W,247.546875
1711662526,R,1.00390625
1711662526,W,247.359375
1711662527,R,13.87890625
1711662527,W,234.03515625
1711662528,R,11.61328125
1711662528,W,236.26171875
1711662529,R,12.875
1711662529,W,234.9296875
1711662530,R,0.0
1711662530,W,248.36328125
1711662531,R,0.0
1711662531,W,247.92578125
1711662532,R,1.42578125
1711662532,W,247.06640625
1711662533,R,0.00390625
1711662533,W,248.07421875
1711662534,R,0.0
1711662534,W,248.41796875
1711662535,R,0.37890625
1711662535,W,247.3671875
1711662536,R,0.0
1711662536,W,247.609375
1711662537,R,0.0
1711662537,W,247.9921875
1711662538,R,0.00390625
1711662538,W,248.0078125
1711662539,R,0.0
1711662539,W,248.66015625
1711662540,R,0.0
1711662540,W,247.63671875
1711662541,R,0.625
1711662541,W,247.11328125
1711662542,R,7.68359375
1711662542,W,196.05859375
1711662543,R,208.8515625
1711662543,W,83.94921875
1711662544,R,131.91015625
1711662544,W,115.33984375
1711662545,R,57.0078125
1711662545,W,191.62890625
1711662546,R,19.203125
1711662546,W,228.45703125
1711662547,R,23.8984375
1711662547,W,224.06640625
1711662548,R,16.1796875
1711662548,W,232.01171875
1711662549,R,19.94921875
1711662549,W,228.4453125
1711662550,R,49.85546875
1711662550,W,197.69140625
1711662551,R,17.13671875
1711662551,W,231.30078125
1711662552,R,38.12109375
1711662552,W,209.8359375
1711662553,R,50.32421875
1711662553,W,197.875
1711662554,R,60.01171875
1711662554,W,187.3203125
1711662555,R,28.81640625
1711662555,W,219.47265625
1711662556,R,0.0
1711662556,W,248.08203125
1711662557,R,0.00390625
1711662557,W,247.3671875
1711662558,R,0.0078125
1711662558,W,247.91015625
1711662559,R,0.00390625
1711662559,W,248.67578125
1711662560,R,0.0
1711662560,W,248.125
1711662561,R,25.6953125
1711662561,W,222.33203125
1711662562,R,40.125
1711662562,W,208.171875
1711662563,R,19.078125
1711662563,W,228.91796875
1711662564,R,1.84765625
1711662564,W,245.87109375
